0	1456	0	738.333	0	1888.333	0	978.667
1	1432.835	1	742.573	1	2026.615	1	982.318
2	1413.899	2	739.28	2	2112.26	2	969.608
3	1409.031	3	739.701	3	2129.42	3	962.693
4	1371.617	4	741.157	4	2130.38	4	963.694
5	1341.287	5	737.016	5	2136.095	5	970.56
6	1349.386	6	741.727	6	2030.229	6	964.385
7	1332.434	7	736.856	7	2041.263	7	968.806
8	1305.635	8	734.48	8	2070.927	8	953.428
9	1277.549	9	738.904	9	2083.073	9	965.862
10	1238.32	10	740.92	10	2106.147	10	961.8
11	1226.63	11	738.553	11	2171.503	11	969.952
12	1224.81	12	739.25	12	2206.676	12	969.54
13	1219.496	13	740.235	13	2172.01	13	975.702
14	1243.194	14	739.337	14	2138.332	14	961.186
15	1281.72	15	747.893	15	2130.993	15	977.507
16	1301.554	16	745.867	16	2059.212	16	997.11
17	1283.95	17	746.059	17	2077.011	17	984.873
18	1258.811	18	750.486	18	2141.68	18	974.616
19	1268.389	19	745.661	19	2170.27	19	977.021
20	1280.218	20	745.516	20	2177.053	20	975.436
21	1312.233	21	754.17	21	2186.715	21	979.122
22	1341.391	22	764.848	22	2189.128	22	1014.38
23	1348.949	23	791.949	23	2145.729	23	1009.612
24	1341.825	24	852.843	24	2179.629	24	997.626
25	1403.333	25	875.333	25	2191.333	25	1033.833
26	1440.234	26	812.407	26	2175.277	26	1083.056
27	1455.704	27	770.544	27	2107.804	27	1083.927
28	1542.305	28	749.315	28	2143.518	28	1032.355
29	1670.56	29	742.334	29	2239.647	29	1011.566
30	1735.093	30	744.053	30	2174.667	30	984.787
31	1787.888	31	746.752	31	2086.693	31	976.139
32	1833.644	32	749.068	32	2066.927	32	983.284
33	1860.972	33	751.557	33	2095.739	33	991.021
34	1912.593	34	752.631	34	2104.062	34	997.428
35	1912.796	35	762.536	35	2088.053	35	1008.571
36	1960.991	36	770.43	36	2094.87	36	1042.03
37	1933.19	37	766.272	37	2136.257	37	1045.209
38	1965.137	38	761.176	38	2146.645	38	1041.061
